title,track_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Hymn for the Weekend - Seeb Remix,6s3GEN8wK0OMzzzZbXj0fu,Coldplay,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,audio_features,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,212647,4
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,Coldplay,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,audio_features,spotify:track:3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy,258267,4
Take A Bow,3goSVuTt3fDYDP6kRnFwuL,Rihanna,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,audio_features,spotify:track:3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/audio-analysis/3goSVuTt3fDYDP6kRnFwuL,229413,4
Malibu,2habSXqcJGExM6JJyskY7O,Miley Cyrus,0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,audio_features,spotify:track:2habSXqcJGExM6JJyskY7O,https://api.spotify.com/v1/tracks/2habSXqcJGExM6JJyskY7O,https://api.spotify.com/v1/audio-analysis/2habSXqcJGExM6JJyskY7O,231906,4
We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,audio_features,spotify:track:37FXw5QGFN7uwwsLy8uAc0,https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0,https://api.spotify.com/v1/audio-analysis/37FXw5QGFN7uwwsLy8uAc0,217707,4
Let Her Go,7DFNE7NO0raLIUbgzY2rzm,Passenger,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,audio_features,spotify:track:7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/audio-analysis/7DFNE7NO0raLIUbgzY2rzm,252867,4
Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,The Script,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4
Take Me to Church,0aOluBqXYd0rFSCsgDyAWX,Hozier,0.575,0.664,4,-5.303,0,0.0481,0.637,0.0,0.116,0.437,129.07,audio_features,spotify:track:0aOluBqXYd0rFSCsgDyAWX,https://api.spotify.com/v1/tracks/0aOluBqXYd0rFSCsgDyAWX,https://api.spotify.com/v1/audio-analysis/0aOluBqXYd0rFSCsgDyAWX,241693,4
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,The Fray,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
"Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,Train,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03,audio_features,spotify:track:0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,216667,4
Chasing Cars,11bD1JtSjlIgKgZG2134DZ,Snow Patrol,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,audio_features,spotify:track:11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/tracks/11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/audio-analysis/11bD1JtSjlIgKgZG2134DZ,267933,4
A Thousand Years,1QUpqu8865jfasDr8M3IKN,Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,spotify:track:1QUpqu8865jfasDr8M3IKN,https://api.spotify.com/v1/tracks/1QUpqu8865jfasDr8M3IKN,https://api.spotify.com/v1/audio-analysis/1QUpqu8865jfasDr8M3IKN,285120,3
Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,Beyoncé,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,audio_features,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r,227853,4
7 Years,5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4
Bad Day,0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640,4
Paradise,6nek1Nin9q48AVZcWs9e9D,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,audio_features,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4
Brand New Low,71fXWfwetbRhMk8P5FmTql,Treble Charger,0.55,0.864,9,-5.815,1,0.0321,0.000369,0.0,0.102,0.647,112.894,audio_features,spotify:track:71fXWfwetbRhMk8P5FmTql,https://api.spotify.com/v1/tracks/71fXWfwetbRhMk8P5FmTql,https://api.spotify.com/v1/audio-analysis/71fXWfwetbRhMk8P5FmTql,233427,4
Sweetness,18IqyOGs1pRNZfbMo93r57,Jimmy Eat World,0.491,0.888,5,-4.412,1,0.038,0.00407,0.0,0.286,0.656,135.253,audio_features,spotify:track:18IqyOGs1pRNZfbMo93r57,https://api.spotify.com/v1/tracks/18IqyOGs1pRNZfbMo93r57,https://api.spotify.com/v1/audio-analysis/18IqyOGs1pRNZfbMo93r57,220027,4
No One Knows,0melIwOKh1JH4RjI1Is10w,Queens of the Stone Age,0.509,0.583,0,-4.902,1,0.0615,0.0329,0.000124,0.359,0.67,170.886,audio_features,spotify:track:0melIwOKh1JH4RjI1Is10w,https://api.spotify.com/v1/tracks/0melIwOKh1JH4RjI1Is10w,https://api.spotify.com/v1/audio-analysis/0melIwOKh1JH4RjI1Is10w,278653,4
Headstrong,1AEYT6VxrxXPMoQUxsY0E4,Trapt,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,audio_features,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,https://api.spotify.com/v1/tracks/1AEYT6VxrxXPMoQUxsY0E4,https://api.spotify.com/v1/audio-analysis/1AEYT6VxrxXPMoQUxsY0E4,285570,4
Monster,2UREu1Y8CO4jXkbvqAtP7g,Skillet,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,audio_features,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/tracks/2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/audio-analysis/2UREu1Y8CO4jXkbvqAtP7g,178013,4
Hero,4CbKVDZkYKdv69I4bCaKUq,Skillet,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,audio_features,spotify:track:4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/tracks/4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/audio-analysis/4CbKVDZkYKdv69I4bCaKUq,186813,4
Awake and Alive,0nkzd3yNniB767zSDDdLZ3,Skillet,0.434,0.939,4,-2.983,0,0.0593,0.0425,0.0,0.491,0.569,159.932,audio_features,spotify:track:0nkzd3yNniB767zSDDdLZ3,https://api.spotify.com/v1/tracks/0nkzd3yNniB767zSDDdLZ3,https://api.spotify.com/v1/audio-analysis/0nkzd3yNniB767zSDDdLZ3,209493,4
Take Me Out,7kw6yVmdZGuRcWGi4adXYT,Franz Ferdinand,0.273,0.665,9,-8.795,1,0.0382,0.000458,0.000893,0.117,0.514,104.656,audio_features,spotify:track:7kw6yVmdZGuRcWGi4adXYT,https://api.spotify.com/v1/tracks/7kw6yVmdZGuRcWGi4adXYT,https://api.spotify.com/v1/audio-analysis/7kw6yVmdZGuRcWGi4adXYT,239027,4
This Is the End (For You My Friend),1jvqZQtbBGK5GJCGT615ao,Anti-Flag,0.546,0.875,1,-3.631,1,0.0445,0.0205,0.0,0.0669,0.765,101.693,audio_features,spotify:track:1jvqZQtbBGK5GJCGT615ao,https://api.spotify.com/v1/tracks/1jvqZQtbBGK5GJCGT615ao,https://api.spotify.com/v1/audio-analysis/1jvqZQtbBGK5GJCGT615ao,192067,4
There's a Class for This,2Pcu30ruwZeVCM7IkbuXDN,Cute Is What We Aim For,0.481,0.908,1,-4.619,1,0.101,0.103,0.0,0.297,0.474,166.032,audio_features,spotify:track:2Pcu30ruwZeVCM7IkbuXDN,https://api.spotify.com/v1/tracks/2Pcu30ruwZeVCM7IkbuXDN,https://api.spotify.com/v1/audio-analysis/2Pcu30ruwZeVCM7IkbuXDN,216760,4
Theatre,2uwnKcruUDnYTV294OLUXk,Gatsbys American Dream,0.516,0.733,4,-6.771,0,0.063,0.0446,1.66e-05,0.246,0.412,161.081,audio_features,spotify:track:2uwnKcruUDnYTV294OLUXk,https://api.spotify.com/v1/tracks/2uwnKcruUDnYTV294OLUXk,https://api.spotify.com/v1/audio-analysis/2uwnKcruUDnYTV294OLUXk,170992,3
Montreal Calling,7MwRapnEANpMV3bKcMYpeK,Mobile,0.522,0.927,8,-4.254,1,0.0698,6.45e-05,0.281,0.067,0.865,151.058,audio_features,spotify:track:7MwRapnEANpMV3bKcMYpeK,https://api.spotify.com/v1/tracks/7MwRapnEANpMV3bKcMYpeK,https://api.spotify.com/v1/audio-analysis/7MwRapnEANpMV3bKcMYpeK,187467,4
Wolves in Wolves' Clothing,03JwzGY394iO9R0bBlNJOR,NOFX,0.366,0.917,0,-4.367,1,0.0391,3.44e-05,4.73e-06,0.0706,0.204,105.241,audio_features,spotify:track:03JwzGY394iO9R0bBlNJOR,https://api.spotify.com/v1/tracks/03JwzGY394iO9R0bBlNJOR,https://api.spotify.com/v1/audio-analysis/03JwzGY394iO9R0bBlNJOR,117200,4
Stand Up For Rock 'N' Roll,48IW9erDc07KlQRc6cKzAR,Airbourne,0.205,0.996,9,-3.581,0,0.419,0.00052,0.0171,0.316,0.048,183.028,audio_features,spotify:track:48IW9erDc07KlQRc6cKzAR,https://api.spotify.com/v1/tracks/48IW9erDc07KlQRc6cKzAR,https://api.spotify.com/v1/audio-analysis/48IW9erDc07KlQRc6cKzAR,241200,4
Comin' Down,06LfJTFOgq8UdTfeKZJM8W,The View,0.401,0.982,4,-2.669,0,0.0919,9.04e-05,0.00277,0.502,0.281,111.268,audio_features,spotify:track:06LfJTFOgq8UdTfeKZJM8W,https://api.spotify.com/v1/tracks/06LfJTFOgq8UdTfeKZJM8W,https://api.spotify.com/v1/audio-analysis/06LfJTFOgq8UdTfeKZJM8W,177360,4
Double Vision,4Vp2mwjW2OpS286oOsyl1n,The Ponys,0.493,0.879,2,-6.176,1,0.0344,0.00359,0.00981,0.0811,0.97,124.239,audio_features,spotify:track:4Vp2mwjW2OpS286oOsyl1n,https://api.spotify.com/v1/tracks/4Vp2mwjW2OpS286oOsyl1n,https://api.spotify.com/v1/audio-analysis/4Vp2mwjW2OpS286oOsyl1n,217333,4
The Wildfire (If It Was True) - Radio Edit,1PuMQqRrhjJIfAzKNHM4Gw,Mando Diao,0.3,0.592,2,-11.729,1,0.0437,0.00436,0.000288,0.366,0.611,121.865,audio_features,spotify:track:1PuMQqRrhjJIfAzKNHM4Gw,https://api.spotify.com/v1/tracks/1PuMQqRrhjJIfAzKNHM4Gw,https://api.spotify.com/v1/audio-analysis/1PuMQqRrhjJIfAzKNHM4Gw,251307,4
L.E.S. Artistes,4dmCLAZbWYT0qtcG7GVMdb,Santigold,0.869,0.796,4,-2.001,1,0.034,0.0348,1.01e-05,0.111,0.726,117.99,audio_features,spotify:track:4dmCLAZbWYT0qtcG7GVMdb,https://api.spotify.com/v1/tracks/4dmCLAZbWYT0qtcG7GVMdb,https://api.spotify.com/v1/audio-analysis/4dmCLAZbWYT0qtcG7GVMdb,204907,4
A Whisper & A Clamor,158wup0rIwWQraeBGmgzwr,Anberlin,0.392,0.964,8,-4.686,1,0.0728,0.000562,8.13e-06,0.121,0.577,169.958,audio_features,spotify:track:158wup0rIwWQraeBGmgzwr,https://api.spotify.com/v1/tracks/158wup0rIwWQraeBGmgzwr,https://api.spotify.com/v1/audio-analysis/158wup0rIwWQraeBGmgzwr,205467,4
Runnin' Wild,1wXuogT7bvqnhuWzDBNOdV,Airbourne,0.503,0.96,10,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,audio_features,spotify:track:1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/tracks/1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/audio-analysis/1wXuogT7bvqnhuWzDBNOdV,218040,4
Warriors Of Time,0YUh79N1kx9It2sYhG0xWy,Black Tide,0.288,0.994,5,-3.73,1,0.178,5.53e-05,0.0278,0.15,0.19,118.729,audio_features,spotify:track:0YUh79N1kx9It2sYhG0xWy,https://api.spotify.com/v1/tracks/0YUh79N1kx9It2sYhG0xWy,https://api.spotify.com/v1/audio-analysis/0YUh79N1kx9It2sYhG0xWy,352573,4
Young Cardinal,0Q1jgn82Q58hOxfDxX4W56,Alexisonfire,0.385,0.95,8,-4.648,1,0.0967,0.000221,0.000295,0.128,0.213,153.889,audio_features,spotify:track:0Q1jgn82Q58hOxfDxX4W56,https://api.spotify.com/v1/tracks/0Q1jgn82Q58hOxfDxX4W56,https://api.spotify.com/v1/audio-analysis/0Q1jgn82Q58hOxfDxX4W56,217827,4
Know Your Enemy,5qtwzv99vOr5UTwnTixn7j,Green Day,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,audio_features,spotify:track:5qtwzv99vOr5UTwnTixn7j,https://api.spotify.com/v1/tracks/5qtwzv99vOr5UTwnTixn7j,https://api.spotify.com/v1/audio-analysis/5qtwzv99vOr5UTwnTixn7j,190987,4
Burn It to the Ground,1jq28NGw6wdtFKx8MBPy6C,Nickelback,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,audio_features,spotify:track:1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/tracks/1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/audio-analysis/1jq28NGw6wdtFKx8MBPy6C,212347,4
Ole,0PvNooU2QTGF2GDyRBBXFo,The Bouncing Souls,0.33,0.833,7,-6.507,1,0.0768,0.0491,0.0,0.687,0.553,128.329,audio_features,spotify:track:0PvNooU2QTGF2GDyRBBXFo,https://api.spotify.com/v1/tracks/0PvNooU2QTGF2GDyRBBXFo,https://api.spotify.com/v1/audio-analysis/0PvNooU2QTGF2GDyRBBXFo,184293,4
The Final Countdown,1li0jGGRIaMaNNRBV8JXZ4,Europe,0.536,0.914,6,-3.803,0,0.0668,0.0722,0.00104,0.0528,0.193,117.657,audio_features,spotify:track:1li0jGGRIaMaNNRBV8JXZ4,https://api.spotify.com/v1/tracks/1li0jGGRIaMaNNRBV8JXZ4,https://api.spotify.com/v1/audio-analysis/1li0jGGRIaMaNNRBV8JXZ4,310427,4
Blitzkrieg Bop - 2001 Remastered Version,33iQW2OneB0oNh2NfrAzqW,Ramones,0.547,0.733,9,-6.558,1,0.0433,0.0103,0.131,0.117,0.962,176.198,audio_features,spotify:track:33iQW2OneB0oNh2NfrAzqW,https://api.spotify.com/v1/tracks/33iQW2OneB0oNh2NfrAzqW,https://api.spotify.com/v1/audio-analysis/33iQW2OneB0oNh2NfrAzqW,133440,4
Howlin’ For You,4YEjTfbxA2gqnIRwLyvsIX,The Black Keys,0.708,0.737,11,-6.665,0,0.0943,0.0299,0.0804,0.101,0.476,132.612,audio_features,spotify:track:4YEjTfbxA2gqnIRwLyvsIX,https://api.spotify.com/v1/tracks/4YEjTfbxA2gqnIRwLyvsIX,https://api.spotify.com/v1/audio-analysis/4YEjTfbxA2gqnIRwLyvsIX,191800,4
Occult Enemies,2pBn9daAkFnO2sGAwT8lHr,Against Me!,0.399,0.995,4,-1.41,1,0.119,0.00735,5.47e-06,0.114,0.565,166.03,audio_features,spotify:track:2pBn9daAkFnO2sGAwT8lHr,https://api.spotify.com/v1/tracks/2pBn9daAkFnO2sGAwT8lHr,https://api.spotify.com/v1/audio-analysis/2pBn9daAkFnO2sGAwT8lHr,157600,4
Standing On The Edge Of The Noise,2f3TdZJIfTdTFT9ksEiFIi,Beady Eye,0.319,0.979,2,-1.458,0,0.0675,0.000127,0.554,0.381,0.313,127.111,audio_features,spotify:track:2f3TdZJIfTdTFT9ksEiFIi,https://api.spotify.com/v1/tracks/2f3TdZJIfTdTFT9ksEiFIi,https://api.spotify.com/v1/audio-analysis/2f3TdZJIfTdTFT9ksEiFIi,173147,4
Mony Mony,3GfGTJ2xzC0rqKgdjNJLOC,Billy Idol,0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,audio_features,spotify:track:3GfGTJ2xzC0rqKgdjNJLOC,https://api.spotify.com/v1/tracks/3GfGTJ2xzC0rqKgdjNJLOC,https://api.spotify.com/v1/audio-analysis/3GfGTJ2xzC0rqKgdjNJLOC,300213,4
I Wish I Could Steal A Sunset,5sf4xL607Q7EB72b3rC93s,Death Letters,0.224,0.988,10,-6.37,1,0.235,0.00112,0.000691,0.428,0.0384,102.899,audio_features,spotify:track:5sf4xL607Q7EB72b3rC93s,https://api.spotify.com/v1/tracks/5sf4xL607Q7EB72b3rC93s,https://api.spotify.com/v1/audio-analysis/5sf4xL607Q7EB72b3rC93s,232493,4
Hang 'Em High,5TQ9gN9a2QDxz7AF9RFuQz,Dropkick Murphys,0.189,0.991,10,-4.086,1,0.164,4.8e-05,0.00174,0.144,0.352,147.941,audio_features,spotify:track:5TQ9gN9a2QDxz7AF9RFuQz,https://api.spotify.com/v1/tracks/5TQ9gN9a2QDxz7AF9RFuQz,https://api.spotify.com/v1/audio-analysis/5TQ9gN9a2QDxz7AF9RFuQz,239427,4
Don't Bring Me Down,3eOFG0vqpsMqhGHTQJmjQi,Electric Light Orchestra,0.64,0.878,2,-6.481,1,0.0335,0.17,0.000232,0.0632,0.795,115.7,audio_features,spotify:track:3eOFG0vqpsMqhGHTQJmjQi,https://api.spotify.com/v1/tracks/3eOFG0vqpsMqhGHTQJmjQi,https://api.spotify.com/v1/audio-analysis/3eOFG0vqpsMqhGHTQJmjQi,243573,4
April Fool,54y95K9BYVRAzFpgDCN9ls,Manchester Orchestra,0.278,0.855,1,-5.845,1,0.144,0.00249,4.37e-06,0.185,0.399,167.718,audio_features,spotify:track:54y95K9BYVRAzFpgDCN9ls,https://api.spotify.com/v1/tracks/54y95K9BYVRAzFpgDCN9ls,https://api.spotify.com/v1/audio-analysis/54y95K9BYVRAzFpgDCN9ls,261440,4
"Whatever You Got, I'm Against It",3zq5fzLhScmxq3D1A2TVzf,Murderdolls,0.545,0.995,4,-3.155,1,0.0977,2.76e-05,0.0168,0.179,0.707,154.971,audio_features,spotify:track:3zq5fzLhScmxq3D1A2TVzf,https://api.spotify.com/v1/tracks/3zq5fzLhScmxq3D1A2TVzf,https://api.spotify.com/v1/audio-analysis/3zq5fzLhScmxq3D1A2TVzf,191773,4
The Boys Are Back,31PQjjoBTgmjXYrZO9n6NW,Dropkick Murphys,0.188,0.949,10,-2.131,1,0.0613,0.000154,0.000136,0.261,0.531,141.099,audio_features,spotify:track:31PQjjoBTgmjXYrZO9n6NW,https://api.spotify.com/v1/tracks/31PQjjoBTgmjXYrZO9n6NW,https://api.spotify.com/v1/audio-analysis/31PQjjoBTgmjXYrZO9n6NW,199093,4
Harlem,3wj2b82UWaV47L5zQsD90k,New Politics,0.609,0.948,6,-3.721,1,0.104,0.00199,0.000571,0.318,0.569,133.964,audio_features,spotify:track:3wj2b82UWaV47L5zQsD90k,https://api.spotify.com/v1/tracks/3wj2b82UWaV47L5zQsD90k,https://api.spotify.com/v1/audio-analysis/3wj2b82UWaV47L5zQsD90k,164133,4
Joker And The Thief,4juq76lIar8YWOLpYMXUAG,Wolfmother,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,audio_features,spotify:track:4juq76lIar8YWOLpYMXUAG,https://api.spotify.com/v1/tracks/4juq76lIar8YWOLpYMXUAG,https://api.spotify.com/v1/audio-analysis/4juq76lIar8YWOLpYMXUAG,280467,4
The City,59iJua476fbi3PbddfPrez,Madeon,0.528,0.81,7,-2.174,0,0.044,0.00198,0.0,0.846,0.295,124.995,audio_features,spotify:track:59iJua476fbi3PbddfPrez,https://api.spotify.com/v1/tracks/59iJua476fbi3PbddfPrez,https://api.spotify.com/v1/audio-analysis/59iJua476fbi3PbddfPrez,233693,4
Trainwreck 1979 - Moulder Mix with in/out fades,32I8vEvwsUXTst1QSsmpSR,Death From Above 1979,0.522,0.934,5,-5.03,0,0.0617,2.1e-05,0.00399,0.253,0.304,135.052,audio_features,spotify:track:32I8vEvwsUXTst1QSsmpSR,https://api.spotify.com/v1/tracks/32I8vEvwsUXTst1QSsmpSR,https://api.spotify.com/v1/audio-analysis/32I8vEvwsUXTst1QSsmpSR,226693,4
My Songs Know What You Did In The Dark (Light Em Up),7s0lDK7y3XLmI7tcsRAbW0,Fall Out Boy,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,audio_features,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0,186827,4
Forget About The Trouble,32sgKP55X4g8PNDmxwlEpP,the Graveltones,0.406,0.973,9,-4.549,1,0.171,0.0264,0.0,0.314,0.596,170.406,audio_features,spotify:track:32sgKP55X4g8PNDmxwlEpP,https://api.spotify.com/v1/tracks/32sgKP55X4g8PNDmxwlEpP,https://api.spotify.com/v1/audio-analysis/32sgKP55X4g8PNDmxwlEpP,145747,4
White Lies - EP Version,6sS0cYdBJCjTW9pgitwsCk,Max Frost,0.695,0.878,1,-3.429,0,0.0441,0.153,0.0,0.0764,0.969,162.898,audio_features,spotify:track:6sS0cYdBJCjTW9pgitwsCk,https://api.spotify.com/v1/tracks/6sS0cYdBJCjTW9pgitwsCk,https://api.spotify.com/v1/audio-analysis/6sS0cYdBJCjTW9pgitwsCk,177835,4
Giants,5X4b5yuoihfPbZMzSOhg8M,Bear Hands,0.467,0.855,0,-5.485,1,0.114,0.00686,0.0126,0.0793,0.425,184.087,audio_features,spotify:track:5X4b5yuoihfPbZMzSOhg8M,https://api.spotify.com/v1/tracks/5X4b5yuoihfPbZMzSOhg8M,https://api.spotify.com/v1/audio-analysis/5X4b5yuoihfPbZMzSOhg8M,188267,4
Black Sap Scriptures,0SiY70lUH4Lyr47Zo4DtcU,Plague Vendor,0.411,0.942,10,-2.5,0,0.0933,0.00232,0.00174,0.11,0.251,177.051,audio_features,spotify:track:0SiY70lUH4Lyr47Zo4DtcU,https://api.spotify.com/v1/tracks/0SiY70lUH4Lyr47Zo4DtcU,https://api.spotify.com/v1/audio-analysis/0SiY70lUH4Lyr47Zo4DtcU,157560,4
Lionheart,3CYfwra6grsoE4Xjh5m0xo,PUP,0.333,0.997,11,-3.082,1,0.0873,1.51e-05,5.65e-06,0.309,0.2,177.078,audio_features,spotify:track:3CYfwra6grsoE4Xjh5m0xo,https://api.spotify.com/v1/tracks/3CYfwra6grsoE4Xjh5m0xo,https://api.spotify.com/v1/audio-analysis/3CYfwra6grsoE4Xjh5m0xo,161000,4
Odyssey,7ii7UyUZdA8BxEoRleO9lW,No Wyld,0.502,0.961,5,-5.217,0,0.113,0.00668,0.00131,0.0866,0.487,150.054,audio_features,spotify:track:7ii7UyUZdA8BxEoRleO9lW,https://api.spotify.com/v1/tracks/7ii7UyUZdA8BxEoRleO9lW,https://api.spotify.com/v1/audio-analysis/7ii7UyUZdA8BxEoRleO9lW,243333,4
From Where You Are,35iV6DJvwgbiNOaXg4PcpD,Wolf Rider,0.5,0.787,6,-1.555,0,0.0389,0.0228,0.000613,0.111,0.484,119.987,audio_features,spotify:track:35iV6DJvwgbiNOaXg4PcpD,https://api.spotify.com/v1/tracks/35iV6DJvwgbiNOaXg4PcpD,https://api.spotify.com/v1/audio-analysis/35iV6DJvwgbiNOaXg4PcpD,250000,4
My Body,1KDYN3odJHnj9pqGHN3FVs,Young the Giant,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,audio_features,spotify:track:1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/tracks/1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/audio-analysis/1KDYN3odJHnj9pqGHN3FVs,244400,4
Burn it to the Ground,4pckuF6VOu58o1pMFUdlPW,Nickelback,0.617,0.911,11,-3.464,1,0.0715,0.000222,0.325,0.354,0.65,132.064,audio_features,spotify:track:4pckuF6VOu58o1pMFUdlPW,https://api.spotify.com/v1/tracks/4pckuF6VOu58o1pMFUdlPW,https://api.spotify.com/v1/audio-analysis/4pckuF6VOu58o1pMFUdlPW,210947,4
If Today Was Your Last Day,1urvke4VZGwRmP2PVlqFCy,Nickelback,0.41,0.931,5,-4.228,0,0.0398,0.00012,0.0,0.107,0.542,89.977,audio_features,spotify:track:1urvke4VZGwRmP2PVlqFCy,https://api.spotify.com/v1/tracks/1urvke4VZGwRmP2PVlqFCy,https://api.spotify.com/v1/audio-analysis/1urvke4VZGwRmP2PVlqFCy,248040,4
